Player;Runs ;NO;Min ;BF ;4s;6s;SR;INNs;Opp;Ground ;Date;
Abdul Razzaq (PAK);14;0;9;8;0;2;175;2;v New Zealand;Hamilton;28-Dec-10;
Ahmed Shehzad (PAK);14;0;9;7;2;1;200;1;v New Zealand;Auckland;26-Dec-10;
Mohammad Hafeez (PAK);14;0;10;9;2;0;155.55;1;v South Africa;Abu Dhabi;27-Oct-10;
Umar Akmal (PAK);14;0;30;21;1;0;66.66;1;v South Africa;Abu Dhabi;26-Oct-10;
Mohammad Hafeez (PAK);14;0;30;32;1;0;43.75;1;v England;Cardiff;07-Sep-10;
CH Gayle (WI);14;0;24;16;2;0;87.5;2;v South Africa;North Sound;19-May-10;
MJ Clarke (AUS);14;0;31;20;0;0;70;1;v Sri Lanka;Bridgetown;09-May-10;
PD Collingwood (ENG);14;0;12;9;0;2;155.55;1;v South Africa;Bridgetown;08-May-10;
GC Smith (SA);14;0;17;12;2;0;116.66;1;v New Zealand;Bridgetown;06-May-10;
GA Lamb (ZIM);14;1;25;21;0;0;66.66;1;v New Zealand;Providence;04-May-10;
Imran Farhat (PAK);14;0;18;13;3;0;107.69;1;v England;Dubai (DSC);19-Feb-10;
Tamim Iqbal (BDESH);14;0;9;9;3;0;155.55;1;v New Zealand;Hamilton;03-Feb-10;
JA Morkel (SA);14;0;6;6;2;1;233.33;1;v England;Centurion;15-Nov-09;
JL Denly (ENG);14;0;12;14;2;0;100;2;v South Africa;Centurion;15-Nov-09;
NT Broom (NZ);14;0;12;16;0;1;87.5;2;v Pakistan;Dubai (DSC);12-Nov-09;
Shoaib Malik (PAK);14;0;17;10;3;0;140;1;v Sri Lanka;Colombo (RPS);12-Aug-09;
LPC Silva (SL);14;0;22;19;2;0;73.68;1;v Pakistan;Lord's;21-Jun-09;
Harbhajan Singh (INDIA);14;0;18;15;1;1;93.33;2;v South Africa;Nottingham;16-Jun-09;
G Gambhir (INDIA);14;0;23;13;2;0;107.69;1;v West Indies;Lord's;12-Jun-09;
XM Marshall (WI);14;0;16;11;1;0;127.27;2;v Sri Lanka;Nottingham;10-Jun-09;
JS Foster (ENG);14;1;11;8;0;1;175;1;v Pakistan;The Oval;07-Jun-09;
JA Morkel (SA);14;1;24;10;1;1;140;1;v Australia;Centurion;29-Mar-09;
PD Collingwood (ENG);14;0;17;11;2;0;127.27;1;v West Indies;Port of Spain;15-Mar-09;
BB McCullum (NZ);14;0;13;10;3;0;140;1;v West Indies;Auckland;26-Dec-08;
Shahid Afridi (PAK);14;0;18;13;1;0;107.69;1;v Sri Lanka;King City (NW);13-Oct-08;
N Dickwella (SL);13;0;10;8;1;0;162.5;2;v India;Cuttack;20-Dec-17;
V Kohli (INDIA);13;0;6;6;1;1;216.66;1;v New Zealand;Thiruvananthapuram;07-Nov-17;
Faheem Ashraf (PAK);13;1;-;3;0;2;433.33;1;v Sri Lanka;Lahore;29-Oct-17;
JP Duminy (SA);13;0;15;10;0;1;130;1;v Bangladesh;Bloemfontein;26-Oct-17;
Shakib Al Hasan (BDESH);13;0;14;8;3;0;162.5;2;v South Africa;Bloemfontein;26-Oct-17;
Mushfiqur Rahim (BDESH);13;0;18;8;1;1;162.5;2;v South Africa;Bloemfontein;26-Oct-17;
MS Dhoni (INDIA);13;0;24;16;1;0;81.25;1;v Australia;Guwahati;10-Oct-17;
CAK Walton (WI);13;0;17;8;0;1;162.5;1;v England;Chester-le-Street;16-Sep-17;
RA Jadeja (INDIA);13;1;-;8;0;1;162.5;1;v West Indies;Kingston;09-Jul-17;
Asghar Stanikzai (AFG);13;0;-;23;1;0;56.52;1;v West Indies;Basseterre;05-Jun-17;
Ahmed Shehzad (PAK);13;0;-;13;2;0;100;2;v West Indies;Bridgetown;26-Mar-17;
KS Williamson (NZ);13;0;30;13;2;0;100;2;v South Africa;Auckland;17-Feb-17;
JT Smuts (SA);13;0;-;8;1;1;162.5;1;v Sri Lanka;Centurion;20-Jan-17;
Tamim Iqbal (BDESH);13;0;17;7;2;0;185.71;2;v New Zealand;Mount Maunganui;06-Jan-17;
CJ Anderson (NZ);13;0;15;14;1;0;92.85;2;v Bangladesh;Napier;03-Jan-17;
MM Ali (ENG);13;1;26;15;0;0;86.66;1;v Pakistan;Manchester;07-Sep-16;
KA Pollard (WI);13;0;7;8;1;1;162.5;1;v India;Lauderhill;28-Aug-16;
AD Russell (WI);13;0;25;15;0;1;86.66;1;v India;Lauderhill;28-Aug-16;
MDKJ Perera (SL);13;0;12;15;1;0;86.66;1;v England;Southampton;05-Jul-16;
BA Stokes (ENG);13;0;12;8;1;0;162.5;1;v West Indies;Kolkata;03-Apr-16;
S Dhawan (INDIA);13;0;16;12;1;1;108.33;2;v Australia;Mohali;27-Mar-16;
MS Dhoni (INDIA);13;1;29;12;1;0;108.33;1;v Bangladesh;Bengaluru;23-Mar-16;
Shuvagata Hom (BDESH);13;0;9;10;1;1;130;1;v Australia;Bengaluru;21-Mar-16;
MS Dhoni (INDIA);13;1;15;9;0;1;144.44;2;v Pakistan;Kolkata;19-Mar-16;
SR Watson (AUS);13;0;22;12;1;0;108.33;2;v New Zealand;Dharamsala;18-Mar-16;
V Sibanda (ZIM);13;0;31;21;0;0;61.9;2;v Afghanistan;Nagpur;12-Mar-16;
SC Williams (ZIM);13;0;20;16;1;0;81.25;2;v Afghanistan;Nagpur;12-Mar-16;
AB de Villiers (SA);13;0;8;9;1;1;144.44;1;v Australia;Johannesburg;06-Mar-16;
Tamim Iqbal (BDESH);13;0;22;17;2;0;76.47;1;v India;Dhaka;06-Mar-16;
Shoaib Malik (PAK);13;1;29;17;0;0;76.47;2;v Sri Lanka;Dhaka;04-Mar-16;
D Wiese (SA);13;0;20;11;0;1;118.18;2;v Australia;Durban;04-Mar-16;
SK Raina (INDIA);13;0;14;13;2;0;100;1;v Bangladesh;Dhaka;24-Feb-16;
DA Miller (SA);13;0;12;9;1;1;144.44;2;v England;Cape Town;19-Feb-16;
RG Sharma (INDIA);13;0;-;13;1;1;100;2;v Sri Lanka;Visakhapatnam;14-Feb-16;
CA Lynn (AUS);13;0;12;9;2;0;144.44;1;v India;Sydney;31-Jan-16;
Gulbadin Naib (AFG);13;0;-;6;0;1;216.66;1;v Zimbabwe;Sharjah;10-Jan-16;
Usman Ghani (AFG);13;0;34;18;2;0;72.22;2;v Zimbabwe;Bulawayo;26-Oct-15;
Sikandar Raza (ZIM);13;0;14;10;2;0;130;2;v Pakistan;Harare;27-Sep-15;
MR Marsh (AUS);13;0;16;13;1;0;100;2;v England;Cardiff;31-Aug-15;
RW Chakabva (ZIM);13;0;20;17;1;0;76.47;2;v New Zealand;Harare;09-Aug-15;
M Vijay (INDIA);13;0;-;11;0;1;118.18;2;v Zimbabwe;Harare;19-Jul-15;
Tamim Iqbal (BDESH);13;0;25;18;1;0;72.22;2;v South Africa;Dhaka;07-Jul-15;
V Sibanda (ZIM);13;0;33;15;1;0;86.66;1;v Pakistan;Lahore;22-May-15;
KA Pollard (WI);13;0;17;12;2;0;108.33;1;v New Zealand;Roseau;06-Jul-14;
AD Mathews (SL);13;0;14;13;0;1;100;1;v England;The Oval;20-May-14;
IR Bell (ENG);13;0;19;17;2;0;76.47;2;v Sri Lanka;The Oval;20-May-14;
BJ Hodge (AUS);13;0;19;18;0;0;72.22;2;v India;Dhaka;30-Mar-14;
JP Faulkner (AUS);13;0;32;17;1;0;76.47;1;v West Indies;Dhaka;28-Mar-14;
F du Plessis (SA);13;0;9;8;2;0;162.5;1;v New Zealand;Chittagong;24-Mar-14;
JA Morkel (SA);13;0;11;8;0;1;162.5;1;v New Zealand;Chittagong;24-Mar-14;
Mohammad Hafeez (PAK);13;0;13;10;2;0;130;1;v Australia;Dhaka;23-Mar-14;
JP Duminy (SA);13;0;15;16;2;0;81.25;1;v Australia;Centurion;14-Mar-14;
Sohaib Maqsood (PAK);13;0;29;9;1;1;144.44;2;v Sri Lanka;Dubai (DSC);11-Dec-13;
Shahid Afridi (PAK);13;1;17;14;2;0;92.85;1;v South Africa;Cape Town;22-Nov-13;
AB de Villiers (SA);13;0;7;8;2;0;162.5;2;v Pakistan;Cape Town;22-Nov-13;
Mohammad Hafeez (PAK);13;1;37;15;1;0;86.66;2;v South Africa;Johannesburg;20-Nov-13;
HM Amla (SA);13;0;10;9;2;0;144.44;2;v Pakistan;Dubai (DSC);13-Nov-13;
SE Marsh (AUS);13;0;30;14;0;1;92.85;2;v England;Chester-le-Street;31-Aug-13;
Mohammad Hafeez (PAK);13;0;19;7;3;0;185.71;2;v West Indies;Kingstown;27-Jul-13;
Nasir Jamshed (PAK);13;0;14;13;2;0;100;1;v South Africa;Centurion;03-Mar-13;
CJ Chibhabha (ZIM);13;0;13;15;2;0;86.66;2;v West Indies;North Sound;03-Mar-13;
V Sibanda (ZIM);13;0;11;12;3;0;108.33;1;v West Indies;North Sound;02-Mar-13;
DJ Bravo (WI);13;0;20;13;0;0;100;1;v Australia;Brisbane;13-Feb-13;
EJG Morgan (ENG);13;0;24;22;2;0;59.09;2;v New Zealand;Hamilton;12-Feb-13;
LRPL Taylor (NZ);13;0;19;14;1;0;92.85;2;v England;Auckland;09-Feb-13;
MS Wade (AUS);13;0;24;14;1;0;92.85;2;v Pakistan;Colombo (RPS);02-Oct-12;
AB de Villiers (SA);13;0;27;13;2;0;100;2;v India;Colombo (RPS);02-Oct-12;
F Behardien (SA);13;0;26;12;1;0;108.33;2;v India;Colombo (RPS);02-Oct-12;
KC Sangakkara (SL);13;0;22;12;1;0;108.33;1;v England;Pallekele;01-Oct-12;
HDRL Thirimanne (SL);13;0;17;7;1;1;185.71;1;v England;Pallekele;01-Oct-12;
TM Dilshan (SL);13;0;15;9;3;0;144.44;2;v West Indies;Pallekele;29-Sep-12;
JEC Franklin (NZ);13;0;8;6;1;1;216.66;2;v Pakistan;Pallekele;23-Sep-12;
F du Plessis (SA);13;0;29;11;0;0;118.18;1;v Sri Lanka;Hambantota;22-Sep-12;
EMDY Munaweera (SL);13;0;30;14;1;0;92.85;2;v South Africa;Hambantota;22-Sep-12;
KC Sangakkara (SL);13;0;13;11;1;0;118.18;2;v South Africa;Hambantota;22-Sep-12;
DPMD Jayawardene (SL);13;0;22;18;1;0;72.22;1;v Zimbabwe;Hambantota;18-Sep-12;
JH Kallis (SA);13;1;10;7;2;0;185.71;1;v England;Manchester;10-Sep-12;
Abdul Razzaq (PAK);13;0;47;27;1;0;48.14;2;v Australia;Dubai (DSC);10-Sep-12;
Umar Akmal (PAK);13;0;23;12;1;0;108.33;1;v Australia;Dubai (DSC);07-Sep-12;
DR Smith (WI);13;0;5;8;0;2;162.5;1;v New Zealand;Lauderhill;01-Jul-12;
DJG Sammy (WI);13;0;15;11;1;0;118.18;1;v New Zealand;Lauderhill;01-Jul-12;
SR Patel (ENG);13;0;24;13;1;0;100;1;v Pakistan;Dubai (DSC);25-Feb-12;
Misbah-ul-Haq (PAK);13;0;26;24;1;0;54.16;2;v England;Dubai (DSC);25-Feb-12;
JA Morkel (SA);13;1;24;12;1;0;108.33;1;v New Zealand;Wellington;17-Feb-12;
RE Levi (SA);13;0;25;12;1;1;108.33;1;v New Zealand;Wellington;17-Feb-12;
RJ Nicol (NZ);13;0;30;18;1;0;72.22;2;v South Africa;Wellington;17-Feb-12;
MR Marsh (AUS);13;0;12;13;2;0;100;1;v India;Melbourne;03-Feb-12;
Mohammad Hafeez (PAK);13;0;-;14;1;0;92.85;2;v Sri Lanka;Abu Dhabi;25-Nov-11;
JC Buttler (ENG);13;0;24;11;1;0;118.18;2;v West Indies;The Oval;25-Sep-11;
LD Chandimal (SL);13;0;24;11;2;0;118.18;1;v Australia;Pallekele;08-Aug-11;
SPD Smith (AUS);13;0;22;18;0;0;72.22;1;v England;Melbourne;14-Jan-11;
DA Miller (SA);13;1;12;7;3;0;185.71;2;v Pakistan;Abu Dhabi;26-Oct-10;
Mohammad Hafeez (PAK);13;0;26;17;2;0;76.47;1;v South Africa;Abu Dhabi;26-Oct-10;
GC Smith (SA);13;0;26;12;3;0;108.33;2;v Pakistan;Abu Dhabi;26-Oct-10;
Salman Butt (PAK);13;0;32;21;1;0;61.9;1;v Australia;Birmingham;05-Jul-10;
JP Duminy (SA);13;0;25;20;1;0;65;1;v West Indies;North Sound;20-May-10;
RR Sarwan (WI);13;0;23;20;1;0;65;2;v South Africa;North Sound;19-May-10;
Khalid Latif (PAK);13;0;8;6;1;1;216.66;1;v Australia;Gros Islet;14-May-10;
DJ Hussey (AUS);13;0;16;9;0;1;144.44;2;v Pakistan;Gros Islet;14-May-10;
KD Karthik (INDIA);13;0;20;12;2;0;108.33;1;v Sri Lanka;Gros Islet;11-May-10;
YK Pathan (INDIA);13;0;10;9;2;0;144.44;1;v Sri Lanka;Gros Islet;11-May-10;
KA Pollard (WI);13;0;7;14;1;1;92.85;1;v Australia;Gros Islet;11-May-10;
GC Smith (SA);13;0;25;13;1;0;100;2;v Pakistan;Gros Islet;10-May-10;
TT Bresnan (ENG);13;0;13;13;1;0;100;1;v South Africa;Bridgetown;08-May-10;
Misbah-ul-Haq (PAK);13;0;15;14;0;1;92.85;1;v England;Bridgetown;06-May-10;
SB Styris (NZ);13;0;21;12;2;0;108.33;2;v South Africa;Bridgetown;06-May-10;
CK Kapugedera (SL);13;0;12;6;0;2;216.66;1;v Zimbabwe;Providence;03-May-10;
TR Birt (AUS);13;0;12;10;2;0;130;1;v West Indies;Hobart;21-Feb-10;
LJ Wright (ENG);13;0;12;8;0;1;162.5;1;v Pakistan;Dubai (DSC);20-Feb-10;
Shoaib Malik (PAK);13;0;23;16;2;0;81.25;2;v England;Dubai (DSC);20-Feb-10;
Umar Akmal (PAK);13;0;17;12;1;0;108.33;1;v England;Dubai (DSC);19-Feb-10;
LRPL Taylor (NZ);13;0;12;12;0;1;108.33;2;v Pakistan;Dubai (DSC);13-Nov-09;
Kamran Akmal (PAK);13;0;24;15;2;0;86.66;1;v New Zealand;Dubai (DSC);12-Nov-09;
JD Ryder (NZ);13;0;23;14;2;0;92.85;1;v Sri Lanka;Colombo (RPS);02-Sep-09;
KC Sangakkara (SL);13;0;12;9;1;0;144.44;2;v New Zealand;Colombo (RPS);02-Sep-09;
LPC Silva (SL);13;0;14;10;2;0;130;1;v New Zealand;Nottingham;16-Jun-09;
JS Foster (ENG);13;0;14;12;0;0;108.33;1;v West Indies;The Oval;15-Jun-09;
ADS Fletcher (WI);13;0;12;11;1;1;118.18;2;v Sri Lanka;Nottingham;10-Jun-09;
RS Bopara (ENG);13;0;13;11;2;0;118.18;1;v West Indies;Port of Spain;15-Mar-09;
J Mubarak (SL);13;0;19;19;1;0;68.42;1;v India;Colombo (RPS);10-Feb-09;
G Gambhir (INDIA);13;0;6;6;3;0;216.66;2;v Sri Lanka;Colombo (RPS);10-Feb-09;
MS Dhoni (INDIA);13;0;17;17;1;0;76.47;2;v Sri Lanka;Colombo (RPS);10-Feb-09;
SE Findlay (WI);13;0;15;14;2;0;92.85;2;v New Zealand;Hamilton;28-Dec-08;
JDP Oram (NZ);13;0;17;14;1;0;92.85;1;v West Indies;Auckland;26-Dec-08;
MF Maharoof (SL);13;1;-;11;0;1;118.18;2;v Zimbabwe;King City (NW);10-Oct-08;
CJ Chibhabha (ZIM);13;0;-;15;2;0;86.66;1;v Sri Lanka;King City (NW);10-Oct-08;
JAH Marshall (NZ);13;0;6;11;2;0;118.18;1;v England;Manchester;13-Jun-08;
Mohammad Ashraful (BDESH);13;0;11;11;1;0;118.18;2;v Pakistan;Karachi;20-Apr-08;
SW Billings (ENG);12;0;13;11;1;0;109.09;2;v New Zealand;Wellington;13-Feb-18;
PJ Moor (ZIM);12;1;-;6;1;1;200;2;v Afghanistan;Sharjah;06-Feb-18;
AK Kitchen (NZ);12;0;14;9;1;0;133.33;1;v West Indies;Nelson;29-Dec-17;
CH Gayle (WI);12;0;10;8;2;0;150;2;v New Zealand;Nelson;29-Dec-17;
KS Williamson (NZ);12;0;16;9;2;0;133.33;1;v India;Rajkot;04-Nov-17;
SMA Priyanjan (SL);12;0;-;20;0;0;60;1;v Pakistan;Abu Dhabi;26-Oct-17;
SW Billings (ENG);12;0;19;11;0;1;109.09;1;v South Africa;Cardiff;25-Jun-17;
CH Morris (SA);12;0;19;11;1;0;109.09;1;v England;Taunton;23-Jun-17;
Gulbadin Naib (AFG);12;0;-;14;0;1;85.71;2;v West Indies;Basseterre;03-Jun-17;
Gulbadin Naib (AFG);12;0;-;8;3;0;150;1;v West Indies;Basseterre;02-Jun-17;
Sarfraz Ahmed (PAK);12;0;-;17;1;0;70.58;1;v West Indies;Port of Spain;30-Mar-17;
AJ Finch (AUS);12;0;14;10;2;0;120;1;v Sri Lanka;Geelong;19-Feb-17;
SW Billings (ENG);12;0;12;9;0;1;133.33;2;v India;Nagpur;29-Jan-17;
Yuvraj Singh (INDIA);12;0;13;13;1;0;92.3;1;v England;Kanpur;26-Jan-17;
S Prasanna (SL);12;0;-;3;0;2;400;2;v South Africa;Centurion;20-Jan-17;
Mosaddek Hossain (BDESH);12;0;13;7;2;0;171.42;2;v New Zealand;Mount Maunganui;08-Jan-17;
KS Williamson (NZ);12;0;23;13;2;0;92.3;1;v Bangladesh;Mount Maunganui;06-Jan-17;
DM de Silva (SL);12;0;-;8;1;0;150;2;v Australia;Pallekele;06-Sep-16;
RG Sharma (INDIA);12;0;25;17;1;0;70.58;2;v Australia;Mohali;27-Mar-16;
Sabbir Rahman (BDESH);12;0;26;18;1;0;66.66;2;v New Zealand;Kolkata;26-Mar-16;
JE Root (ENG);12;0;18;8;1;1;150;1;v Afghanistan;Delhi;23-Mar-16;
Mohammad Nabi (AFG);12;0;20;10;0;1;120;2;v England;Delhi;23-Mar-16;
Sabbir Rahman (BDESH);12;0;18;17;2;0;70.58;1;v Australia;Bengaluru;21-Mar-16;
Najibullah Zadran (AFG);12;0;6;8;1;1;150;2;v South Africa;Mumbai;20-Mar-16;
TM Dilshan (SL);12;0;12;10;1;1;120;1;v West Indies;Bengaluru;20-Mar-16;
EJG Morgan (ENG);12;0;15;15;0;0;80;2;v South Africa;Mumbai;18-Mar-16;
NLTC Perera (SL);12;0;14;8;0;1;150;2;v Afghanistan;Kolkata;17-Mar-16;
D Ramdin (WI);12;0;20;14;1;0;85.71;2;v England;Mumbai;16-Mar-16;
Mashrafe Mortaza (BDESH);12;1;14;7;2;0;171.42;2;v Pakistan;Dhaka;02-Mar-16;
Mushfiqur Rahim (BDESH);12;0;28;15;0;0;80;2;v Pakistan;Dhaka;02-Mar-16;
TM Dilshan (SL);12;0;15;9;2;0;133.33;2;v Bangladesh;Dhaka;28-Feb-16;
AD Mathews (SL);12;0;32;20;0;0;60;2;v Bangladesh;Dhaka;28-Feb-16;
SR Watson (AUS);12;0;8;10;0;1;120;2;v India;Adelaide;26-Jan-16;
Karim Sadiq (AFG);12;0;-;5;2;0;240;1;v Zimbabwe;Sharjah;10-Jan-16;
MDKJ Perera (SL);12;0;14;11;2;0;109.09;2;v West Indies;Colombo (RPS);11-Nov-15;
MN Waller (ZIM);12;0;14;9;0;1;133.33;1;v Afghanistan;Bulawayo;28-Oct-15;
E Chigumbura (ZIM);12;0;12;7;0;1;171.42;1;v Afghanistan;Bulawayo;26-Oct-15;
TWM Latham (NZ);12;0;18;10;1;0;120;1;v South Africa;Durban;14-Aug-15;
Q de Kock (SA);12;0;16;8;0;1;150;1;v Bangladesh;Dhaka;05-Jul-15;
Mohammad Hafeez (PAK);12;0;12;11;1;1;109.09;2;v Zimbabwe;Lahore;22-May-15;
Shahid Afridi (PAK);12;0;10;9;0;1;133.33;1;v Bangladesh;Dhaka;24-Apr-15;
DJ Bravo (WI);12;0;16;13;0;0;92.3;2;v South Africa;Durban;14-Jan-15;
AD Russell (WI);12;0;7;6;1;1;200;2;v South Africa;Durban;14-Jan-15;
RR Hendricks (SA);12;0;16;12;1;0;100;1;v West Indies;Cape Town;09-Jan-15;
RR Rossouw (SA);12;0;-;8;3;0;150;1;v Australia;Melbourne;07-Nov-14;
L Ronchi (NZ);12;0;17;12;0;1;100;2;v West Indies;Roseau;06-Jul-14;
GJ Bailey (AUS);12;0;15;12;0;1;100;1;v West Indies;Dhaka;28-Mar-14;
MN Samuels (WI);12;0;21;15;1;0;80;2;v Australia;Dhaka;28-Mar-14;
LD Chandimal (SL);12;0;15;9;1;0;133.33;1;v South Africa;Chittagong;22-Mar-14;
JA Morkel (SA);12;0;5;4;0;2;300;2;v Sri Lanka;Chittagong;22-Mar-14;
EJG Morgan (ENG);12;0;22;15;1;0;80;1;v New Zealand;Chittagong;22-Mar-14;
GJ Bailey (AUS);12;1;11;7;0;1;171.42;2;v South Africa;Centurion;14-Mar-14;
Shakib Al Hasan (BDESH);12;0;7;6;3;0;200;1;v Sri Lanka;Chittagong;14-Feb-14;
DJ Bravo (WI);12;0;15;12;0;1;100;1;v New Zealand;Wellington;15-Jan-14;
KOA Powell (WI);12;0;15;14;1;0;85.71;2;v New Zealand;Auckland;11-Jan-14;
Shoaib Malik (PAK);12;0;35;23;0;0;52.17;1;v South Africa;Dubai (DSC);13-Nov-13;
MC Henriques (AUS);12;0;16;12;1;0;100;1;v India;Rajkot;10-Oct-13;
F du Plessis (SA);12;0;24;15;0;1;80;1;v Sri Lanka;Hambantota;04-Aug-13;
CT Mutombodzi (ZIM);12;1;10;9;1;0;133.33;1;v Bangladesh;Bulawayo;11-May-13;
JDS Neesham (NZ);12;0;15;10;2;0;120;2;v South Africa;Port Elizabeth;26-Dec-12;
CL White (AUS);12;0;10;11;0;1;109.09;2;v Pakistan;Colombo (RPS);02-Oct-12;
LJ Wright (ENG);12;0;10;11;1;1;109.09;2;v Sri Lanka;Pallekele;01-Oct-12;
J Charles (WI);12;0;23;21;2;0;57.14;1;v Sri Lanka;Pallekele;29-Sep-12;
JH Kallis (SA);12;0;18;18;0;1;66.66;1;v Pakistan;Colombo (RPS);28-Sep-12;
Shoaib Malik (PAK);12;0;29;26;1;0;46.15;2;v South Africa;Colombo (RPS);28-Sep-12;
AD Mathews (SL);12;1;33;11;0;0;109.09;2;v New Zealand;Pallekele;27-Sep-12;
Shahid Afridi (PAK);12;0;8;6;2;0;200;1;v New Zealand;Pallekele;23-Sep-12;
JP Duminy (SA);12;1;5;5;1;1;240;1;v Sri Lanka;Hambantota;22-Sep-12;
DJG Sammy (WI);12;0;12;7;1;1;171.42;1;v Australia;Colombo (RPS);22-Sep-12;
JM Bairstow (ENG);12;0;10;5;1;1;240;1;v Afghanistan;Colombo (RPS);21-Sep-12;
MEK Hussey (AUS);12;0;28;14;1;0;85.71;1;v Pakistan;Dubai (DSC);10-Sep-12;
LD Chandimal (SL);12;0;27;18;0;0;66.66;2;v Pakistan;Hambantota;03-Jun-12;
Umar Akmal (PAK);12;0;14;10;2;0;120;2;v Sri Lanka;Hambantota;01-Jun-12;
DM Bravo (WI);12;0;-;14;2;0;85.71;1;v Australia;Gros Islet;27-Mar-12;
Shoaib Malik (PAK);12;0;21;11;0;0;109.09;2;v England;Dubai (DSC);25-Feb-12;
RJ Nicol (NZ);12;0;6;8;2;0;150;2;v Zimbabwe;Auckland;11-Feb-12;
GJ Bailey (AUS);12;1;21;11;1;0;109.09;1;v India;Sydney;01-Feb-12;
WU Tharanga (SL);12;0;-;13;2;0;92.3;1;v Pakistan;Abu Dhabi;25-Nov-11;
C Kieswetter (ENG);12;0;12;10;2;0;120;2;v India;Kolkata;29-Oct-11;
MN Waller (ZIM);12;0;8;6;2;0;200;2;v New Zealand;Harare;17-Oct-11;
DJ Hussey (AUS);12;0;29;14;1;0;85.71;1;v South Africa;Johannesburg;16-Oct-11;
AD Russell (WI);12;1;9;8;1;0;150;1;v England;The Oval;25-Sep-11;
DJG Sammy (WI);12;0;11;8;0;1;150;1;v England;The Oval;25-Sep-11;
C Zhuwao (ZIM);12;0;16;13;2;0;92.3;2;v Pakistan;Harare;18-Sep-11;
H Masakadza (ZIM);12;0;16;13;1;0;92.3;2;v Pakistan;Harare;16-Sep-11;
SPD Smith (AUS);12;0;21;19;1;0;63.15;2;v Sri Lanka;Pallekele;08-Aug-11;
SPD Smith (AUS);12;0;11;17;0;0;70.58;2;v Sri Lanka;Pallekele;06-Aug-11;
Ahmed Shehzad (PAK);12;0;19;15;2;0;80;2;v West Indies;Gros Islet;21-Apr-11;
Shahid Afridi (PAK);12;0;14;10;1;0;120;2;v West Indies;Gros Islet;21-Apr-11;
Yuvraj Singh (INDIA);12;0;20;13;1;0;92.3;1;v South Africa;Durban;09-Jan-11;
CA Ingram (SA);12;0;10;8;3;0;150;1;v Zimbabwe;Kimberley;10-Oct-10;
CK Coventry (ZIM);12;1;18;7;1;1;171.42;1;v South Africa;Bloemfontein;08-Oct-10;
KM Dabengwa (ZIM);12;1;6;5;1;1;240;1;v South Africa;Bloemfontein;08-Oct-10;
RS Bopara (ENG);12;0;33;24;1;0;50;2;v Pakistan;Cardiff;07-Sep-10;
Shoaib Malik (PAK);12;0;22;16;0;0;75;1;v Australia;Birmingham;06-Jul-10;
SPD Smith (AUS);12;0;8;8;2;0;150;2;v Pakistan;Birmingham;05-Jul-10;
DJG Sammy (WI);12;1;12;6;1;0;200;2;v South Africa;North Sound;20-May-10;
KA Pollard (WI);12;0;17;13;1;0;92.3;2;v South Africa;North Sound;20-May-10;
PD Collingwood (ENG);12;1;15;5;1;1;240;2;v Australia;Bridgetown;16-May-10;
Abdul Razzaq (PAK);12;0;10;7;0;1;171.42;1;v Australia;Gros Islet;14-May-10;
MV Boucher (SA);12;0;19;14;1;0;85.71;2;v Pakistan;Gros Islet;10-May-10;
Yuvraj Singh (INDIA);12;0;22;14;1;0;85.71;2;v West Indies;Bridgetown;09-May-10;
CK Kapugedera (SL);12;0;13;15;1;0;80;2;v Australia;Bridgetown;09-May-10;
T Taibu (ZIM);12;1;13;13;0;0;92.3;2;v Sri Lanka;Providence;03-May-10;
ADS Fletcher (WI);12;1;-;10;1;0;120;2;v England;Providence;03-May-10;
JA Morkel (SA);12;0;7;7;0;1;171.42;2;v India;Gros Islet;02-May-10;
Mohammad Hafeez (PAK);12;0;19;14;3;0;85.71;2;v Australia;Gros Islet;02-May-10;
DR Smith (WI);12;0;14;15;0;1;80;2;v Zimbabwe;Port of Spain;28-Feb-10;
CH Gayle (WI);12;0;15;14;1;1;85.71;1;v Australia;Sydney;23-Feb-10;
MJ Clarke (AUS);12;0;17;9;1;0;133.33;1;v West Indies;Hobart;21-Feb-10;
KA Pollard (WI);12;0;11;9;2;0;133.33;2;v Australia;Hobart;21-Feb-10;
Aftab Ahmed (BDESH);12;0;14;14;1;1;85.71;1;v New Zealand;Hamilton;03-Feb-10;
DPMD Jayawardene (SL);12;0;8;6;1;1;200;1;v India;Mohali;12-Dec-09;
LJ Wright (ENG);12;0;8;5;1;1;240;2;v South Africa;Centurion;15-Nov-09;
DPMD Jayawardene (SL);12;0;24;13;0;1;92.3;2;v Pakistan;Colombo (RPS);12-Aug-09;
AD Mathews (SL);12;1;6;4;1;1;300;1;v West Indies;The Oval;19-Jun-09;
Abdul Razzaq (PAK);12;1;16;15;0;0;80;1;v South Africa;Nottingham;18-Jun-09;
OA Shah (ENG);12;0;17;10;1;0;120;1;v India;Lord's;14-Jun-09;
BB McCullum (NZ);12;0;8;6;2;0;200;1;v Pakistan;The Oval;13-Jun-09;
Fawad Alam (PAK);12;0;17;11;1;0;109.09;2;v Sri Lanka;Lord's;12-Jun-09;
KP Pietersen (ENG);12;0;23;16;0;0;75;1;v West Indies;Port of Spain;15-Mar-09;
S Chanderpaul (WI);12;0;17;13;3;0;92.3;2;v England;Port of Spain;15-Mar-09;
VB van Jaarsveld (SA);12;0;22;15;0;0;80;2;v Australia;Melbourne;11-Jan-09;
